Kpmag,numax,e_numax,Delnu,e_Delnu,A,e_A,Width,e_Width,Teff,e_Teff,log(g),e_log(g),[Fe/H],e_[Fe/H],NoCorM,e_NoCorM,NoCorR,e_NoCorR,RGBcorM,e_RGBcorM,RGBcorR,e_RGBcorR,ClcorM,e_ClcorM,ClcorR,e_ClcorR,Phase
13.69,18.56,1.12,2.217,0.172, 95.6, 22.5,  5.2, 1.9,4415,154,2.158,0.028,-0.16,0.3,2.0,0.73,19.5,3.27,1.82,0.65,18.59,3.06,1.97,0.72,19.36,3.24,0
13.82,9.5,0.14,1.475,0.027,361.7, 26.8,  3.3, 0.7,4865,145,1.889,0.01,-0.66,0.3,1.58,0.16,23.68,1.05,1.41,0.14,22.33,0.97,1.57,0.16,23.61,1.05,0
13.68,19.83,0.77,2.857,0.037,153.5,  8.7,  8.6, 1.4,5136,155,2.22,0.019,-0.16,0.3,1.11,0.16,13.53,0.69,1.14,0.16,13.72,0.7,1.12,0.16,13.57,0.69,0
13.94,7.31,0.2,1.304,0.035,403.3, 45.5,  3.2, 0.6,4110,82,1.738,0.013,0.0,0.3,0.92,0.13,21.42,1.34,0.76,0.1,19.47,1.18,0.89,0.13,21.11,1.31,0
14.0,11.88,0.45,1.717,0.015,287.5, 21.8,  5.2, 0.8,4377,153,1.963,0.019,-0.28,0.3,1.44,0.19,20.71,0.98,1.26,0.17,19.43,0.91,1.4,0.19,20.42,0.96,0
11.92,16.28,0.3,2.472,0.044,245.0, 37.5,  4.3, 1.0,4699,139,2.115,0.011,0.08,0.3,0.96,0.1,14.19,0.64,0.9,0.09,13.75,0.61,0.96,0.1,14.22,0.64,0
13.41,19.05,0.45,2.537,0.023,190.3, 11.8,  7.4, 0.9,4962,146,2.195,0.013,-0.34,0.3,1.5,0.15,16.2,0.59,1.4,0.14,15.67,0.56,1.54,0.15,16.4,0.59,0
9.73,16.58,0.41,1.882,0.108,161.8, 16.7,  6.9, 2.1,4402,80,2.109,0.012,0.19,0.15,2.73,0.67,24.14,2.86,2.6,0.63,23.57,2.77,2.75,0.68,24.25,2.88,0
13.98,15.61,0.32,2.162,0.013,225.8, 15.6,  6.1, 0.6,4481,156,2.086,0.012,-0.1,0.3,1.34,0.12,17.37,0.57,1.17,0.11,16.25,0.53,1.32,0.12,17.21,0.56,0
11.4,14.94,0.63,2.148,0.034,167.2, 11.0,  5.7, 1.3,4836,145,2.084,0.02,-0.05,0.3,1.35,0.21,17.5,0.99,1.27,0.19,16.92,0.96,1.37,0.21,17.61,1.0,0
13.93,10.02,1.53,1.434,0.03,214.2, 27.7,  5.1, 1.6,4320,151,1.886,0.067,-0.34,0.3,1.74,0.82,24.89,3.99,1.58,0.75,23.77,3.81,1.71,0.81,24.71,3.96,0
13.83,5.69,0.17,1.08,0.017,657.4, 83.0,  2.7, 0.5,4169,145,1.633,0.016,-0.1,0.3,0.94,0.12,24.49,1.19,0.78,0.1,22.34,1.07,0.91,0.11,24.11,1.17,0
11.48,13.71,0.63,2.386,0.055,181.2, 12.4,  7.1, 3.1,4899,149,2.049,0.022,-0.76,0.3,0.7,0.12,13.09,0.9,0.63,0.11,12.42,0.84,0.72,0.13,13.23,0.91,0
13.11,6.84,0.4,1.228,0.016,439.7, 40.3,  3.0, 0.5,4352,152,1.722,0.027,-0.52,0.3,1.04,0.2,23.25,1.58,0.88,0.17,21.35,1.44,0.99,0.19,22.73,1.54,0
13.8,7.16,0.53,1.26,0.052,292.3, 29.8,  3.7, 1.2,4285,149,1.738,0.033,-0.04,0.3,1.05,0.3,22.96,2.59,0.89,0.25,21.14,2.33,1.02,0.29,22.63,2.54,0
12.77,31.83,0.49,3.759,0.015,114.7,  5.0, 13.3, 1.1,4907,154,2.416,0.01,-0.05,0.3,1.43,0.11,12.26,0.33,1.36,0.1,11.97,0.33,1.45,0.11,12.36,0.34,0
11.48,22.73,0.37,2.741,0.01,159.0,  9.9,  7.7, 1.3,4587,100,2.255,0.01,0.18,0.15,1.66,0.12,15.92,0.4,1.5,0.11,15.14,0.38,1.68,0.12,15.99,0.4,0
12.65,9.89,0.48,1.569,0.023,313.9, 24.1,  4.9, 0.7,4705,141,1.899,0.023,-0.49,0.3,1.33,0.22,21.42,1.3,1.15,0.19,19.94,1.19,1.29,0.22,21.09,1.27,0
11.85,7.25,0.3,1.188,0.049,322.5, 28.7,  3.2, 0.5,4145,145,1.736,0.02,-0.06,0.3,1.31,0.28,25.7,2.44,1.15,0.24,24.01,2.22,1.28,0.27,25.33,2.39,0
11.16,6.39,0.16,1.05,0.071,310.9, 22.9,  2.8, 0.3,4160,145,1.682,0.014,-0.02,0.3,1.48,0.43,29.06,4.05,1.31,0.37,27.36,3.71,1.45,0.41,28.73,3.98,0
13.1,5.4,0.29,0.956,0.024,636.4, 68.2,  2.5, 0.4,4186,146,1.611,0.025,-0.14,0.3,1.31,0.26,29.71,2.29,1.15,0.23,27.77,2.11,1.27,0.26,29.27,2.25,0
11.19,13.14,1.21,1.849,0.17,260.4, 31.3,  6.5, 1.4,4400,154,2.008,0.041,0.21,0.3,1.46,0.68,19.82,4.1,1.29,0.59,18.63,3.76,1.45,0.67,19.73,4.08,0
11.87,6.97,0.4,1.213,0.017,353.6, 30.3,  3.3, 0.6,4251,148,1.725,0.026,-0.02,0.3,1.11,0.21,23.99,1.62,0.95,0.18,22.14,1.49,1.08,0.21,23.64,1.6,0
13.01,6.93,0.17,1.23,0.025,464.3, 47.8,  2.9, 0.4,4276,149,1.724,0.014,-0.1,0.3,1.05,0.13,23.29,1.22,0.89,0.11,21.43,1.09,1.01,0.13,22.92,1.19,0
12.44,8.57,0.58,1.376,0.109,441.3, 85.7,  3.3, 0.5,4363,152,1.82,0.03,-0.06,0.3,1.3,0.5,23.25,4.03,1.13,0.42,21.66,3.65,1.27,0.48,22.98,3.97,0
11.86,18.65,1.78,2.22,0.095,152.8, 22.0,  8.2, 2.3,4671,163,2.173,0.042,-0.3,0.3,2.19,0.74,20.1,2.62,2.0,0.67,19.18,2.47,2.17,0.73,19.98,2.6,0
13.06,19.5,0.97,2.457,0.093,172.1, 21.7,  6.8, 1.6,4528,158,2.185,0.023,-0.26,0.3,1.59,0.35,16.89,1.57,1.41,0.31,15.89,1.45,1.56,0.34,16.71,1.55,0
11.67,27.39,1.54,3.192,0.026,115.3, 11.6, 14.2, 6.6,4760,100,2.344,0.025,-0.2,0.15,1.67,0.3,14.41,0.88,1.5,0.27,13.66,0.83,1.68,0.3,14.43,0.88,0
10.65,7.33,1.02,1.411,0.127,232.1, 55.8,  3.2, 1.2,4387,80,1.754,0.06,-0.45,0.15,0.74,0.41,18.95,4.32,0.6,0.32,17.0,3.74,0.73,0.4,18.77,4.26,0
13.51,11.69,0.3,1.99,0.024,175.0, 13.9,  4.3, 0.5,5151,168,1.991,0.014,-1.1,0.3,0.97,0.11,16.46,0.68,0.93,0.1,16.17,0.67,1.0,0.11,16.72,0.69,0
12.39,13.11,0.37,1.946,0.031,168.6, 10.5,  5.7, 0.9,4909,153,2.03,0.015,-0.03,0.3,1.39,0.17,18.85,0.89,1.33,0.16,18.43,0.87,1.41,0.17,18.98,0.9,0
10.02,17.9,0.92,2.615,0.174,198.7, 19.1,  7.6, 1.4,4738,140,2.158,0.024,0.39,0.3,1.03,0.32,14.0,2.02,1.0,0.31,13.84,1.98,1.02,0.32,13.96,2.01,0
10.92,8.78,0.28,1.361,0.016,407.5, 27.6,  3.8, 0.6,4193,125,1.822,0.016,0.19,0.3,1.38,0.17,23.84,1.07,1.2,0.15,22.24,0.99,1.35,0.16,23.6,1.06,0
10.32,5.95,0.42,0.945,0.014,254.5, 28.3,  3.9, 1.1,4294,150,1.658,0.032,-0.18,0.3,1.91,0.44,33.94,2.73,1.75,0.4,32.49,2.61,1.89,0.44,33.76,2.72,0
12.92,8.17,0.45,1.265,0.03,369.1, 24.0,  3.4, 0.5,4434,132,1.803,0.025,-0.29,0.3,1.62,0.32,26.42,2.0,1.44,0.29,24.91,1.87,1.58,0.32,26.12,1.98,0
11.86,19.62,0.73,2.837,0.026,167.0,  8.8,  9.0, 1.6,4699,142,2.196,0.018,0.03,0.3,0.97,0.13,12.99,0.6,0.9,0.12,12.51,0.58,0.97,0.13,13.02,0.6,0
10.7,14.14,0.35,1.932,0.01,204.8, 14.5,  6.1, 0.7,4436,80,2.041,0.012,0.11,0.15,1.54,0.14,19.6,0.62,1.37,0.12,18.45,0.58,1.53,0.14,19.52,0.62,0
7.62,7.07,0.39,1.145,0.067,254.1, 28.9,  2.9, 0.5,4160,83,1.727,0.025,0.0,0.3,1.42,0.41,27.05,3.53,1.25,0.36,25.37,3.23,1.39,0.4,26.7,3.47,0
13.91,4.89,0.17,0.882,0.028,601.6, 67.7,  2.0, 0.4,4176,146,1.567,0.017,-0.28,0.3,1.34,0.24,31.59,2.39,1.19,0.2,29.71,2.19,1.31,0.23,31.18,2.34,0
12.42,10.28,0.36,1.627,0.048,345.6, 35.9,  4.0, 0.7,4695,143,1.915,0.017,-0.52,0.3,1.28,0.22,20.69,1.48,1.11,0.18,19.21,1.34,1.24,0.21,20.33,1.45,0
13.86,6.41,0.24,1.159,0.027,415.8, 49.1,  2.7, 0.5,4281,149,1.69,0.019,-0.26,0.3,1.05,0.17,24.27,1.56,0.89,0.14,22.34,1.4,1.01,0.16,23.81,1.52,0
13.02,15.96,0.6,2.612,0.056,218.4, 10.8,  7.4, 2.7,4578,80,2.101,0.017,-0.23,0.15,0.7,0.1,12.3,0.73,0.59,0.09,11.35,0.66,0.7,0.1,12.32,0.73,0
13.85,19.02,0.31,2.599,0.022,228.7, 12.4,  7.1, 1.0,4853,148,2.19,0.011,-0.52,0.3,1.31,0.11,15.25,0.48,1.17,0.1,14.39,0.44,1.31,0.11,15.23,0.48,0
13.51,12.28,0.48,1.855,0.016,293.8, 20.8,  5.3, 0.7,4402,132,1.978,0.019,-0.43,0.3,1.17,0.16,18.4,0.87,1.01,0.14,17.04,0.8,1.13,0.15,18.03,0.85,0
10.87,8.14,0.28,1.437,0.037,426.4, 49.4,  3.0, 0.4,4243,148,1.792,0.017,0.22,0.3,0.9,0.14,19.97,1.31,0.76,0.12,18.3,1.17,0.89,0.14,19.8,1.3,0
11.95,15.52,0.24,2.364,0.044,284.0, 12.7,  6.7, 1.0,4440,155,2.082,0.011,0.07,0.3,0.91,0.1,14.38,0.66,0.78,0.08,13.35,0.6,0.9,0.1,14.28,0.66,0
13.23,17.15,0.42,2.707,0.047,185.9,  9.9,  7.5, 2.3,5056,162,2.153,0.014,-0.3,0.3,0.87,0.1,12.93,0.62,0.89,0.11,13.1,0.63,0.88,0.1,13.0,0.62,0
13.27,7.62,0.31,1.228,0.067,302.6, 33.8,  2.6, 0.6,4385,137,1.77,0.02,-1.03,0.3,1.45,0.37,26.0,3.08,1.31,0.33,24.67,2.86,1.39,0.36,25.47,2.99,0
11.74,22.72,0.36,2.409,0.034, 65.6,  3.8, 10.8, 1.4,4876,80,2.268,0.009,0.38,0.15,3.05,0.26,21.24,0.77,3.19,0.27,21.72,0.79,3.18,0.27,21.71,0.79,0
11.09,10.99,0.23,1.666,0.024,222.5, 15.0,  4.9, 1.0,4370,152,1.928,0.013,-0.2,0.3,1.28,0.14,20.34,0.85,1.11,0.12,18.93,0.78,1.24,0.13,20.04,0.84,0
10.64,5.51,0.18,0.875,0.044,519.8, 42.0,  3.1, 0.5,4129,125,1.616,0.016,0.14,0.3,1.95,0.45,35.94,3.86,1.78,0.4,34.4,3.63,1.93,0.44,35.82,3.85,0
12.56,15.11,0.5,1.772,0.022,107.8,  6.1,  7.2, 4.0,4832,149,2.089,0.016,0.04,0.3,3.02,0.38,26.0,1.2,3.01,0.38,25.96,1.2,3.12,0.39,26.41,1.22,0
11.21,7.43,0.18,1.232,0.038,430.1, 47.1,  2.8, 0.6,4207,147,1.75,0.014,0.1,0.3,1.25,0.2,24.67,1.73,1.08,0.17,22.91,1.56,1.22,0.19,24.36,1.7,0
10.56,16.99,1.51,2.373,0.12,129.5, 17.5,  7.7, 1.9,4798,139,2.138,0.039,0.05,0.3,1.32,0.45,16.24,2.21,1.24,0.42,15.73,2.12,1.34,0.45,16.33,2.23,0
12.9,9.95,0.3,1.599,0.043,328.5, 26.7,  3.7, 0.4,4317,128,1.883,0.015,-0.19,0.3,1.1,0.17,19.86,1.29,0.93,0.14,18.33,1.16,1.06,0.16,19.52,1.26,0
11.76,12.69,0.41,1.842,0.049,305.0, 58.9,  3.9, 0.8,4524,133,1.999,0.016,-0.09,0.3,1.39,0.22,19.55,1.28,1.22,0.19,18.34,1.18,1.37,0.21,19.41,1.27,0
15.75,7.22,0.26,1.273,0.036,321.5, 36.5,  3.7, 1.5,4149,145,1.735,0.018,-0.1,0.3,0.98,0.17,22.3,1.58,0.82,0.14,20.41,1.4,0.95,0.16,21.93,1.54,0
11.89,8.58,0.68,1.397,0.069,339.5, 24.5,  4.4, 1.3,4388,128,1.822,0.035,0.46,0.3,1.24,0.39,22.63,2.9,1.1,0.34,21.29,2.68,1.24,0.39,22.65,2.91,0
11.53,11.07,0.6,1.633,0.104,293.7, 42.3,  4.3, 0.9,4419,130,1.934,0.025,-0.43,0.3,1.44,0.44,21.45,3.0,1.27,0.38,20.13,2.74,1.4,0.43,21.11,2.93,0
12.82,16.11,0.43,2.326,0.026,198.0, 14.6,  6.0, 1.0,4762,148,2.113,0.014,-0.53,0.3,1.21,0.13,15.97,0.65,1.05,0.11,14.87,0.6,1.18,0.13,15.76,0.64,0
13.4,19.89,0.76,2.748,0.016,177.9, 10.2,  8.5, 1.4,4888,147,2.211,0.018,-0.54,0.3,1.21,0.16,14.31,0.64,1.09,0.14,13.57,0.61,1.22,0.16,14.35,0.64,0
10.98,24.62,3.0,2.748,0.116,113.5, 20.7,  9.2, 4.4,4511,80,2.286,0.053,0.17,0.15,2.04,0.83,17.02,2.54,1.86,0.75,16.23,2.41,2.04,0.83,17.04,2.54,0
10.92,4.92,0.38,0.784,0.024,345.4, 28.1,  2.8, 0.5,4367,152,1.579,0.034,-0.64,0.3,2.34,0.63,41.11,4.13,2.25,0.6,40.29,4.03,2.4,0.64,41.63,4.19,0
13.11,13.21,0.53,1.995,0.038,229.7, 12.8,  5.9, 0.8,4862,151,2.031,0.019,-0.01,0.3,1.27,0.2,17.98,1.06,1.21,0.19,17.53,1.03,1.28,0.2,18.07,1.07,0
11.84,112.25,1.29,8.681,0.039, 23.8,  1.7, 46.0, 6.2,5002,80,2.967,0.007,0.19,0.15,2.27,0.13,8.19,0.18,2.28,0.13,8.21,0.18,2.33,0.14,8.3,0.18,0
11.99,111.12,1.79,8.795,0.041, 22.1,  1.7, 45.6, 7.6,5580,80,2.986,0.009,-0.09,0.15,2.46,0.16,8.34,0.2,2.71,0.18,8.75,0.22,2.59,0.17,8.56,0.21,0
12.81,116.94,1.85,9.0,0.043, 23.5,  1.7, 47.9, 7.6,5076,80,2.988,0.009,0.08,0.15,2.27,0.15,7.99,0.2,2.3,0.15,8.06,0.2,2.35,0.16,8.14,0.2,0
13.03,12.81,0.61,1.792,0.015,177.3, 10.3,  6.3, 1.0,4887,163,2.019,0.022,0.11,0.3,1.79,0.28,21.67,1.19,1.71,0.27,21.16,1.16,1.83,0.29,21.92,1.2,0
9.36,4.99,0.14,0.882,0.035,589.8, 74.3,  1.8, 0.4,4050,81,1.569,0.013,0.0,0.3,1.36,0.25,31.73,2.72,1.2,0.22,29.76,2.48,1.33,0.24,31.32,2.67,0
9.27,14.19,1.03,1.894,0.031,159.7, 10.5,  6.5, 1.2,4562,128,2.049,0.032,0.05,0.3,1.76,0.41,20.77,1.7,1.58,0.37,19.69,1.61,1.76,0.41,20.78,1.7,0
13.87,7.01,0.18,1.241,0.054,402.6, 40.3,  3.2, 0.5,4161,145,1.723,0.014,0.16,0.3,1.0,0.2,22.81,2.13,0.84,0.16,20.92,1.88,0.98,0.19,22.53,2.09,0
12.82,12.73,0.15,1.935,0.025,299.7, 20.4,  4.0, 0.3,4799,146,2.013,0.01,-0.02,0.3,1.26,0.11,18.31,0.65,1.17,0.1,17.68,0.62,1.27,0.11,18.39,0.65,0
13.07,17.05,0.47,2.299,0.033,147.7,  7.8,  7.2, 1.7,4991,155,2.148,0.014,0.08,0.3,1.61,0.19,17.71,0.8,1.57,0.18,17.51,0.79,1.63,0.19,17.85,0.81,0
9.9,6.9,0.33,1.11,0.018,328.6, 29.1,  2.8, 0.4,4296,150,1.723,0.023,-0.14,0.3,1.57,0.27,28.54,1.78,1.4,0.24,26.92,1.66,1.54,0.26,28.25,1.75,0
13.42,8.11,0.33,1.386,0.034,327.8, 31.7,  3.4, 0.7,4179,146,1.787,0.02,0.34,0.3,1.0,0.17,21.2,1.43,0.85,0.14,19.49,1.29,0.98,0.17,21.0,1.42,0
13.72,9.77,0.62,1.467,0.021,459.6, 34.5,  4.9, 0.5,4239,126,1.871,0.028,-0.9,0.3,1.43,0.29,22.96,1.66,1.33,0.27,22.15,1.6,1.41,0.29,22.82,1.65,0
13.43,14.88,2.05,2.09,0.126,129.9, 28.6,  7.3, 2.7,4683,163,2.075,0.06,-0.48,0.3,1.42,0.69,18.12,3.34,1.24,0.59,16.9,3.07,1.38,0.66,17.84,3.28,0
13.42,4.92,0.21,0.788,0.03,322.8, 46.1,  2.1, 0.6,4137,144,1.568,0.02,0.0,0.3,2.11,0.44,39.61,3.56,1.98,0.41,38.38,3.41,2.12,0.44,39.69,3.57,0
13.19,13.28,1.01,1.779,0.109,237.2, 32.4,  5.9, 1.0,4423,154,2.013,0.034,-0.34,0.3,1.77,0.6,21.69,3.17,1.59,0.54,20.59,2.95,1.73,0.59,21.48,3.12,0
13.34,14.2,0.59,2.163,0.021,267.8, 14.0,  6.5, 0.7,4876,145,2.064,0.02,-0.63,0.3,1.15,0.16,16.48,0.83,1.02,0.14,15.52,0.78,1.14,0.16,16.45,0.83,0
13.41,17.54,0.35,2.602,0.055,199.4, 11.5,  7.2, 1.0,4527,80,2.139,0.011,0.16,0.15,0.92,0.1,13.54,0.67,0.82,0.09,12.78,0.62,0.92,0.1,13.54,0.67,0
13.68,20.57,0.36,2.693,0.03,206.0,  9.5,  8.2, 1.3,4745,141,2.219,0.011,-0.15,0.3,1.39,0.12,15.18,0.53,1.25,0.11,14.4,0.5,1.39,0.12,15.2,0.53,0
12.38,5.12,0.19,1.021,0.041,350.7, 35.7,  2.3, 0.4,4325,151,1.594,0.018,-0.34,0.3,0.9,0.19,25.08,2.29,0.75,0.15,22.84,2.01,0.87,0.18,24.66,2.24,0
11.31,9.96,0.48,1.486,0.031,242.7, 20.4,  4.7, 0.5,4417,80,1.888,0.022,-0.06,0.15,1.53,0.27,23.3,1.54,1.35,0.23,21.89,1.43,1.5,0.26,23.1,1.53,0
13.9,15.43,0.44,2.21,0.015,270.9, 14.6,  6.8, 0.9,4753,139,2.094,0.015,-0.01,0.3,1.3,0.14,16.93,0.64,1.19,0.13,16.23,0.61,1.31,0.14,17.0,0.64,0
12.44,6.12,0.24,1.114,0.044,401.7, 40.2,  2.9, 0.6,4047,141,1.658,0.019,0.34,0.3,0.99,0.21,24.4,2.23,0.83,0.17,22.33,1.97,0.97,0.2,24.15,2.2,0
13.24,6.01,0.32,1.102,0.026,442.7, 39.5,  3.6, 0.7,4170,145,1.657,0.024,0.08,0.3,1.02,0.2,24.85,1.84,0.86,0.17,22.8,1.66,0.99,0.19,24.49,1.81,0
12.75,8.54,0.19,1.506,0.055,276.0, 22.5,  3.5, 0.5,4943,157,1.846,0.013,-1.2,0.3,1.08,0.19,20.58,1.63,0.95,0.16,19.32,1.49,1.08,0.19,20.58,1.63,0
12.94,8.01,0.14,1.501,0.041,393.0, 31.0,  3.7, 0.6,4583,137,1.802,0.011,0.37,0.3,0.81,0.11,18.71,1.14,0.77,0.1,18.27,1.1,0.8,0.11,18.58,1.13,0
11.82,9.19,0.22,1.641,0.027,217.7, 20.1,  4.5, 0.9,4479,80,1.856,0.012,-0.06,0.15,0.82,0.09,17.74,0.78,0.7,0.07,16.4,0.7,0.82,0.09,17.68,0.77,0
11.41,6.88,0.15,1.298,0.027,406.2, 39.1,  3.0, 0.6,4377,153,1.725,0.013,-0.1,0.3,0.85,0.11,20.99,1.1,0.71,0.09,19.21,0.97,0.84,0.1,20.81,1.08,0
12.05,6.63,0.22,1.193,0.048,345.5, 27.5,  4.0, 0.6,4258,100,1.703,0.016,0.02,0.15,1.03,0.2,23.62,2.1,0.87,0.16,21.71,1.86,1.0,0.19,23.3,2.06,0
9.92,24.58,2.09,2.737,0.018,117.0,  7.0, 13.0, 6.4,4517,132,2.285,0.038,-0.28,0.3,2.07,0.54,17.14,1.52,1.88,0.49,16.35,1.45,2.03,0.53,16.99,1.5,0
12.64,6.35,0.15,1.123,0.023,461.2, 57.8,  2.1, 0.3,4303,150,1.687,0.014,-0.16,0.3,1.17,0.15,25.68,1.35,1.0,0.13,23.79,1.22,1.13,0.14,25.25,1.32,0
11.15,124.99,4.0,12.067,0.303, 45.8,  6.3, 44.1,14.8,5100,178,3.018,0.016,-0.62,0.3,0.86,0.13,4.76,0.3,0.86,0.13,4.76,0.3,0.88,0.13,4.81,0.31,0
13.27,17.3,1.13,2.373,0.034,161.0, 11.7,  8.2, 1.1,4878,153,2.149,0.029,-0.28,0.3,1.43,0.3,16.67,1.24,1.31,0.28,15.98,1.18,1.45,0.31,16.8,1.25,0
11.39,6.0,0.2,1.04,0.021,492.3, 47.1,  2.3, 0.3,4273,149,1.661,0.017,-0.42,0.3,1.32,0.19,28.17,1.6,1.17,0.16,26.42,1.47,1.28,0.18,27.72,1.56,0
13.83,8.71,0.18,1.387,0.025,375.7, 38.1,  3.4, 0.5,4253,148,1.822,0.013,-0.14,0.3,1.28,0.15,22.96,1.09,1.11,0.13,21.39,0.99,1.24,0.14,22.6,1.07,0
12.9,7.93,0.17,1.452,0.036,316.4, 25.5,  3.2, 0.5,4301,150,1.783,0.013,-0.3,0.3,0.81,0.11,19.16,1.12,0.66,0.09,17.32,0.98,0.79,0.11,18.94,1.1,0
10.76,8.58,0.27,1.586,0.097,196.3, 19.2,  4.0, 0.7,4697,80,1.837,0.015,-0.93,0.15,0.83,0.22,18.16,2.31,0.68,0.17,16.51,2.01,0.77,0.2,17.58,2.21,0
12.81,5.98,0.36,1.143,0.062,441.1, 43.2,  3.2, 0.8,4267,149,1.659,0.027,-0.12,0.3,0.9,0.26,23.24,2.93,0.75,0.21,21.2,2.58,0.87,0.25,22.92,2.87,0
9.11,7.02,0.66,1.014,0.033,232.4, 20.2,  3.8, 1.2,4331,151,1.732,0.042,-0.14,0.3,2.4,0.76,34.92,4.05,2.26,0.71,33.89,3.91,2.42,0.76,35.04,4.07,0
13.9,20.09,0.29,2.794,0.011,159.8,  9.6,  6.8, 0.5,4557,159,2.2,0.011,0.06,0.3,1.05,0.08,13.5,0.38,0.93,0.07,12.7,0.35,1.04,0.08,13.44,0.38,0
13.86,9.36,0.47,1.453,0.046,249.4, 35.5,  3.4, 0.9,4152,145,1.848,0.023,0.46,0.3,1.27,0.26,22.2,1.86,1.07,0.22,20.46,1.67,1.23,0.25,21.91,1.82,0
10.99,19.21,0.63,2.606,0.024,185.5, 12.4,  8.0, 1.2,4462,100,2.176,0.016,-0.1,0.15,1.18,0.14,14.68,0.61,1.02,0.12,13.66,0.56,1.15,0.13,14.53,0.61,0
12.29,8.96,0.28,1.441,0.021,365.2, 28.6,  3.6, 0.4,4478,156,1.845,0.016,-0.64,0.3,1.29,0.16,22.45,1.09,1.11,0.14,20.87,0.99,1.23,0.16,21.91,1.05,0
10.48,7.21,0.23,1.241,0.037,342.6, 27.3,  3.5, 0.9,4194,146,1.737,0.017,0.12,0.3,1.1,0.18,23.56,1.68,0.94,0.15,21.73,1.51,1.07,0.18,23.25,1.65,0
13.6,20.47,0.73,2.575,0.027,173.8, 10.1,  8.8, 1.9,4716,146,2.215,0.017,0.19,0.3,1.63,0.21,16.48,0.77,1.51,0.19,15.86,0.73,1.65,0.21,16.62,0.77,0
13.09,9.42,0.25,1.507,0.024,280.1, 23.1,  4.7, 0.9,4814,149,1.883,0.014,-0.14,0.3,1.39,0.16,22.37,1.04,1.28,0.15,21.42,0.98,1.41,0.17,22.49,1.05,0
14.71,19.62,0.31,2.796,0.017,113.7,  7.5,  6.4, 0.7,5298,165,2.222,0.011,-0.89,0.3,1.23,0.1,14.2,0.41,1.24,0.1,14.25,0.41,1.25,0.1,14.32,0.41,0
11.99,5.32,0.2,0.866,0.029,535.6, 59.7,  2.8, 0.6,4062,142,1.598,0.018,0.22,0.3,1.78,0.33,35.14,2.8,1.62,0.3,33.46,2.62,1.77,0.33,35.01,2.79,0
13.2,13.81,0.21,1.881,0.027,215.5, 14.0,  4.8, 1.1,4772,146,2.047,0.01,-0.28,0.3,1.79,0.17,20.96,0.81,1.6,0.15,19.85,0.76,1.78,0.17,20.94,0.81,0
13.81,18.83,0.35,2.737,0.115,160.5,  7.7,  9.4, 1.3,4754,148,2.181,0.011,-0.42,0.3,1.0,0.19,13.47,1.19,0.88,0.16,12.59,1.08,0.98,0.18,13.33,1.18,0
8.91,6.82,0.23,1.142,0.026,418.3, 44.7,  3.3, 0.5,3930,80,1.699,0.016,0.0,0.3,1.18,0.17,25.49,1.51,1.03,0.15,23.78,1.38,1.15,0.17,25.16,1.48,0
12.02,22.97,0.43,2.909,0.016,149.6,  7.8,  9.2, 0.8,4888,148,2.273,0.011,-0.07,0.3,1.49,0.12,14.75,0.44,1.4,0.12,14.33,0.43,1.51,0.13,14.86,0.45,0
12.76,5.48,0.16,0.881,0.024,427.6, 46.3,  2.1, 0.5,4308,150,1.623,0.015,-0.48,0.3,1.98,0.3,36.0,2.36,1.87,0.28,34.99,2.27,1.98,0.3,35.94,2.35,0
13.8,13.58,0.44,2.112,0.02,187.0, 13.9,  5.5, 1.1,4561,159,2.03,0.017,-0.22,0.3,1.0,0.12,15.98,0.7,0.86,0.1,14.82,0.64,0.98,0.12,15.82,0.69,0
12.6,15.26,0.55,2.195,0.015,211.2, 11.8,  7.2, 1.0,4819,143,2.092,0.017,-0.14,0.3,1.32,0.16,17.09,0.74,1.21,0.15,16.4,0.71,1.33,0.17,17.17,0.75,0
9.25,9.24,0.35,1.393,0.041,377.9, 32.3,  4.1, 0.5,4174,123,1.843,0.018,0.06,0.3,1.45,0.25,23.9,1.75,1.28,0.22,22.42,1.6,1.42,0.25,23.63,1.72,0
12.26,21.87,0.34,2.72,0.024,168.4,  7.9,  8.7, 2.0,4482,132,2.233,0.01,-0.02,0.3,1.47,0.12,15.38,0.48,1.3,0.11,14.45,0.44,1.46,0.12,15.29,0.48,0
9.68,18.25,1.0,2.25,0.08,130.1, 18.9,  8.9, 2.9,4559,131,2.158,0.025,-0.08,0.3,1.88,0.42,18.92,1.74,1.69,0.38,17.95,1.63,1.87,0.42,18.86,1.74,0
13.94,16.16,0.7,2.737,0.038, 96.4,  5.6, 10.5, 3.5,4742,165,2.114,0.021,-0.36,0.3,0.63,0.1,11.55,0.65,0.57,0.09,10.93,0.61,0.64,0.1,11.59,0.65,0
11.41,18.97,0.91,2.552,0.027,126.9,  7.3, 10.0, 3.2,4608,80,2.177,0.022,0.04,0.15,1.3,0.2,15.37,0.84,1.16,0.18,14.51,0.79,1.3,0.2,15.37,0.84,0
13.4,15.95,0.46,2.25,0.012,260.0, 18.6,  6.8, 1.1,4451,155,2.094,0.015,-0.28,0.3,1.21,0.13,16.33,0.62,1.04,0.11,15.15,0.58,1.17,0.13,16.08,0.61,0
